Danceability,Energy,Speechiness,Liveness,Tempo,Duration,Stream
0.727,0.649,0.0338,0.111,129.992,254533,196771179
0.658,0.677,0.0393,0.368,124.91,251627,208977128
0.711,0.753,0.0766,0.152,126.051,234360,171285749
0.706,0.572,0.0326,0.585,139.982,214726,201783362
0.71,0.882,0.0595,0.294,128.016,232800,185851500
0.323,0.737,0.0338,0.163,113.26,241067,495979508
0.476,0.718,0.149,0.109,183.932,230027,230187850
0.748,0.549,0.065,0.196,101.033,233966,23759988
0.608,0.764,0.0389,0.0846,133.01,188827,4745891
0.597,0.84,0.0377,0.55,108.993,343878,16822311
0.684,0.771,0.0307,0.112,119.982,299827,79477830
0.702,0.86,0.0345,0.133,120.042,341933,71010138
0.677,0.318,0.028,0.118,104.983,228969,87243405
0.577,0.812,0.0535,0.25,160.1,281856,36281900
0.488,0.57,0.0775,0.107,169.702,312893,50493480
0.679,0.537,0.0322,0.108,111.979,298771,56140216
0.481,0.496,0.0262,0.132,89.839,251819,70725769
0.631,0.631,0.0307,0.133,89.975,263152,41740843
0.717,0.64,0.025,0.127,105.021,260537,84413845
0.539,0.551,0.0361,0.124,75.899,286380,54933147
0.681,0.711,0.0846,0.312,89.89,156319,17899601
0.722,0.687,0.0556,0.0462,128.013,373627,519362331
0.606,0.85,0.183,0.206,170.01,307676,268319144
0.768,0.835,0.11,0.0593,119.982,150000,66285945
0.409,0.76,0.264,0.0807,103.909,132228,2270706
0.669,0.684,0.0585,0.72,96.097,192537,254167623
0.687,0.871,0.0689,0.134,115,229439,91148816
0.446,0.832,0.0596,0.203,165.983,177150,19278388
0.647,0.932,0.083,0.0574,115,198774,493323104
0.522,0.801,0.1,0.301,155.928,189307,21313220
0.68,0.741,0.0357,0.117,127.024,229400,286538088
0.375,0.574,0.0315,0.11,132.025,196800,372926124
0.456,0.679,0.0324,0.103,184.075,212030,100704547
0.553,0.872,0.0782,0.0659,172.138,220573,156127963
0.512,0.58,0.029,0.513,159.847,178147,151083877
0.623,0.59,0.028,0.295,137.071,204200,144220354
0.582,0.797,0.0334,0.132,135.973,196027,37240061
0.681,0.795,0.049,0.109,135.939,219160,136884317
0.41,0.9,0.0656,0.339,176.962,284960,98496932
0.765,0.624,0.0929,0.104,92.984,189080,28573833
0.749,0.674,0.0366,0.169,123.055,153865,176673668
0.735,0.694,0.0387,0.0582,121.46,210643,31530478
0.498,0.583,0.0274,0.0698,82.071,267933,312690593
0.625,0.815,0.0325,0.29,115.95,208427,38107491
0.613,0.897,0.0323,0.172,124.007,190467,28446711
0.688,0.724,0.0479,0.319,123.072,135661,13436144
0.522,0.789,0.0335,0.111,101.023,217067,17852009
0.629,0.226,0.0256,0.116,91.025,131187,7558089
0.625,0.711,0.0388,0.146,100.993,226513,766385
0.684,0.844,0.335,0.374,126.677,141505,270408673
0.783,0.89,0.2,0.0969,127.996,150675,37403178
0.79,0.832,0.103,0.763,99.502,149577,97904074
0.77,0.659,0.238,0.334,94.955,166896,93313579
0.817,0.859,0.0974,0.0975,130.964,154893,18167702
0.777,0.576,0.29,0.379,117.931,141509,4629057
0.903,0.828,0.174,0.0622,124.947,163200,39239035
0.728,0.482,0.107,0.293,124.069,127742,22389488
0.647,0.711,0.336,0.229,116.994,131318,41165264
0.839,0.611,0.279,0.0922,129.978,148615,14271802
0.682,0.648,0.358,0.356,78.312,190587,3574594
0.741,0.657,0.0504,0.0922,87.962,201184,6787305
0.726,0.828,0.071,0.0873,125.002,218368,75480525
0.503,0.551,0.0733,0.343,109.862,230923,107781390
0.725,0.713,0.0484,0.104,123.003,192688,51947500
0.727,0.698,0.365,0.11,92.915,234446,28405260
0.736,0.736,0.0641,0.0753,120.02,175627,47049280
0.621,0.728,0.0446,0.101,83.021,226808,38902571
0.899,0.564,0.137,0.0931,95.51,122373,22093614
0.77,0.686,0.184,0.391,120.022,310625,22397462
0.649,0.487,0.232,0.232,179.946,152208,37176659
0.797,0.41,0.032,0.0552,83.963,245056,266329677
0.769,0.577,0.126,0.0257,167.637,199864,105714879
0.705,0.751,0.0466,0.466,140.039,282227,132938439
0.584,0.49,0.048,0.0977,170.003,182201,43306521
0.734,0.616,0.027,0.891,102.578,476200,75078630
0.688,0.493,0.0376,0.069,173.732,323707,50772513
0.776,0.666,0.357,0.0771,150.181,157419,95208999
0.6,0.732,0.049,0.218,88.947,255040,71256400
0.781,0.347,0.299,0.0723,80.024,169195,30675094
0.474,0.535,0.0354,0.413,79.95,355707,15900132
0.565,0.41,0.0311,0.309,78.01,238560,29742617
0.372,0.426,0.0339,0.109,123.993,537653,92896650
0.206,0.871,0.419,0.0596,175.6,131667,78992332
0.321,0.906,0.141,0.0862,189.776,285880,85520280
0.496,0.462,0.0307,0.282,167.936,344053,82427225
0.413,0.965,0.102,0.123,164.109,162280,23003838
0.489,0.522,0.0306,0.238,78.035,318880,15928537
0.465,0.384,0.0269,0.196,82.351,357427,13596286
0.626,0.399,0.0363,0.101,109.916,392427,29779343
0.794,0.546,0.314,0.139,175.96,190996,377419842
0.735,0.603,0.203,0.0844,135.993,326937,172179857
0.68,0.756,0.135,0.0947,178.052,233639,233775834
0.832,0.74,0.214,0.339,90.045,238565,108781348
0.761,0.75,0.24,0.138,180.051,228667,126036802
0.816,0.478,0.213,0.154,171.764,207270,33864917
0.73,0.648,0.378,0.103,187.991,304859,168240166
0.384,0.779,0.335,0.489,168.513,265750,49666065
0.428,0.53,0.202,0.101,82.931,352907,31100947
0.676,0.654,0.151,0.14,174.147,218520,45526113
0.566,0.713,0.0418,0.114,169.861,238147,528611372
0.715,0.584,0.0296,0.095,90.99,203173,295495629
0.801,0.759,0.0378,0.0897,129.971,262773,263843447
0.667,0.381,0.0294,0.116,135.975,273893,178767948
0.516,0.867,0.0328,0.106,166.031,166301,22287275
0.712,0.807,0.0297,0.0905,105.024,205000,198236740
0.686,0.576,0.0284,0.212,83.969,208213,111423020
0.553,0.619,0.0308,0.123,183.908,223827,95298814
0.721,0.585,0.0276,0.0682,99,155653,115079809
0.453,0.411,0.0276,0.101,75.752,228653,72580045
0.554,0.638,0.0493,0.079,167.937,220438,43329160
0.691,0.516,0.156,0.711,142.848,217785,93771041
0.612,0.867,0.0396,0.917,87.98,211857,38817581
0.751,0.697,0.0581,0.924,141.427,177805,65509766
0.392,0.679,0.0922,0.0741,88.625,392303,12957139
0.605,0.827,0.0503,0.952,151.733,205430,74765050
0.674,0.594,0.0481,0.083,142.157,220004,23021629
0.604,0.653,0.0712,0.134,155.946,215310,14803356
0.309,0.919,0.0609,0.424,103.89,261813,263737185
0.373,0.903,0.083,0.244,109.121,263080,155512731
0.506,0.893,0.046,0.118,146.971,283367,162367550
0.528,0.947,0.0518,0.165,149.082,267827,33543230
0.513,0.875,0.0336,0.0715,151.986,267680,171149690
0.32,0.909,0.0412,0.0443,109.649,238653,167697424
0.409,0.936,0.0524,0.622,183.981,140053,29691408
0.315,0.744,0.059,0.106,72.55,300093,70254410
0.432,0.941,0.0591,0.32,120.025,253347,12977029
0.291,0.974,0.199,0.0838,76.902,188853,44436256
0.332,0.592,0.0371,0.109,170.391,205160,234222001
0.452,0.523,0.0625,0.233,173.85,193827,221216151
0.591,0.785,0.161,0.126,106.002,217547,89466323
0.464,0.536,0.0472,0.0969,145.772,258533,152894852
0.317,0.361,0.0483,0.102,77.589,182520,83624793
0.45,0.878,0.0827,0.0908,199.844,252443,48533462
0.568,0.52,0.0309,0.113,142.308,306987,121766967
0.411,0.468,0.0294,0.136,149.399,248013,85581986
0.258,0.385,0.033,0.0802,174.167,252293,89126926
0.458,0.472,0.0478,0.104,150.936,230720,55720483
0.616,0.989,0.0483,0.172,95.036,203160,517014834
0.591,0.785,0.161,0.126,106.002,217547,89466323
0.702,0.84,0.0879,0.119,101.99,183573,303936352
0.783,0.797,0.0791,0.106,111.994,218866,13736084
0.717,0.929,0.053,0.359,94.995,216320,131483961
0.863,0.888,0.0664,0.052,110.016,158773,18683049
0.83,0.837,0.141,0.0824,115.976,200690,64431922
0.718,0.897,0.111,0.741,105.03,189053,47156123
0.759,0.906,0.0513,0.206,92.99,220440,21300128
0.681,0.912,0.04,0.325,92.021,215640,93219213
0.588,0.881,0.0666,0.326,129.947,209093,157249972
0.584,0.536,0.0279,0.456,127.001,243227,205562179
0.463,0.917,0.13,0.0872,160.028,243978,16401909
0.349,0.981,0.141,0.343,160.042,202640,141709277
0.425,0.983,0.114,0.114,149.95,197200,115446943
0.507,0.933,0.0869,0.105,149.996,188813,88246230
0.241,0.97,0.104,0.904,159.93,180840,83998138
0.301,0.916,0.0919,0.293,150.091,255827,54279967
0.625,0.951,0.0494,0.107,128.01,198267,68972276
0.409,0.992,0.108,0.1,149.859,200677,92323729
0.512,0.598,0.115,0.0881,70.189,213253,187745801
0.537,0.411,0.502,0.3,94.292,216832,92621495
0.597,0.733,0.41,0.159,171.016,214035,134334957
0.687,0.619,0.0498,0.248,118.101,109000,4875832
0.807,0.702,0.0748,0.111,114.038,238827,92938118
0.728,0.811,0.0564,0.362,114.995,228707,136886345
0.511,0.85,0.195,0.0615,90.047,277970,29836448
0.696,0.801,0.0952,0.502,93.003,211909,155268754
0.59,0.598,0.609,0.112,156.073,212500,53388711
0.42,0.744,0.396,0.192,161.792,302547,79909924
0.646,0.795,0.0976,0.267,89.99,210960,968714963
0.72,0.744,0.12,0.255,78.953,243773,384847652
0.716,0.838,0.0513,0.148,130.034,222213,106188720
0.592,0.926,0.126,0.187,99.018,228533,75129537
0.687,0.668,0.0282,0.744,113.053,216317,43358465
0.761,0.69,0.11,0.34,114.987,235480,21018604
0.632,0.896,0.0626,0.0499,160.015,194800,5743897
0.631,0.655,0.0983,0.123,90.017,119813,2681593
0.784,0.9,0.177,0.0472,94.027,190467,2421066
0.673,0.752,0.0393,0.262,145.002,233453,4255248
0.477,0.471,0.0277,0.131,81.204,304787,595238190
0.33,0.469,0.0335,0.0402,201.327,292067,196845144
0.562,0.609,0.0271,0.17,130.753,200213,171408139
0.357,0.653,0.0654,0.0844,176.647,259800,158365872
0.705,0.806,0.0814,0.0676,117.945,268693,70740369
0.855,0.803,0.0316,0.0841,114.867,271200,55807386
0.431,0.683,0.0293,0.213,114.877,229053,26322169
0.431,0.522,0.0295,0.109,199.786,237693,27345646
0.682,0.711,0.0325,0.126,129.546,224533,23648390
0.445,0.554,0.0315,0.0685,162.081,285666,14373384
0.714,0.85,0.0541,0.108,102.009,228680,212908962
0.591,0.785,0.161,0.126,106.002,217547,89466323
0.799,0.93,0.0578,0.0181,115.003,194400,27844890
0.513,0.903,0.163,0.147,93.513,238667,65612177
0.794,0.693,0.202,0.143,88.917,208860,45951908
0.652,0.91,0.163,0.107,195.95,243043,68498875
0.702,0.866,0.0501,0.0765,100.042,250909,40071971
0.391,0.386,0.0313,0.164,83.808,248533,43475543
0.467,0.536,0.0351,0.144,93.216,168213,9991346
0.652,0.832,0.04,0.075,91.909,193043,6991101
0.773,0.795,0.0412,0.154,115.997,258474,44902959
0.799,0.784,0.0519,0.227,96.953,237876,61676116
0.63,0.63,0.0364,0.0934,107.103,382973,43972864
0.837,0.839,0.0468,0.301,107.025,268713,9996825
0.7,0.526,0.0355,0.102,92.015,261559,12837023
0.755,0.803,0.0353,0.128,116.001,258474,469518
0.772,0.784,0.0387,0.121,116.005,258474,371783
0.642,0.925,0.173,0.0497,99.954,281480,1395787
0.449,0.302,0.0343,0.0867,113.273,204661,1828357
0.752,0.945,0.0444,0.317,104.973,188006,1907077
0.659,0.798,0.0749,0.708,126.064,240445,56285470
0.653,0.886,0.0685,0.126,124.004,308710,6510842
0.679,0.845,0.0507,0.119,126.026,207262,2782177
0.598,0.885,0.0373,0.211,126.031,221900,1112834
0.528,0.732,0.0504,0.109,199.978,292525,29793068
0.631,0.84,0.0347,0.109,125.992,226667,8950519
0.713,0.77,0.0417,0.597,127.936,255000,5049195
0.795,0.642,0.0516,0.226,127.986,329531,18598716
0.544,0.746,0.043,0.135,128.043,214671,42010567
0.712,0.493,0.075,0.135,132.827,164120,10702895
0.872,0.661,0.301,0.135,147.977,214267,5264028
0.813,0.886,0.0965,0.122,135.068,139640,8959771
0.821,0.902,0.0485,0.0978,132.05,141493,2745871
0.833,0.629,0.404,0.0986,75.031,182533,64696556
0.838,0.597,0.226,0.127,137.016,159080,2360971
0.827,0.86,0.223,0.191,114.999,154453,2177001
0.906,0.697,0.253,0.32,97.99,138747,2057667
0.529,0.772,0.0287,0.316,91.751,181267,403499761
0.382,0.879,0.0642,0.408,143.741,136307,79052916
0.512,0.771,0.0402,0.0895,129.639,160907,279888484
0.311,0.664,0.0377,0.129,146.292,157613,27323890
0.545,0.802,0.0353,0.0854,115.668,171467,12193967
0.181,0.325,0.0339,0.107,153.421,128053,1901995
0.628,0.804,0.0449,0.398,115.575,178400,949442
0.467,0.714,0.0399,0.046,144.915,176147,2573583
0.407,0.783,0.0614,0.51,135.981,172227,634388
0.5,0.655,0.0308,0.0915,107.75,196867,3838902
0.547,0.816,0.0624,0.127,102.765,203507,486758068
0.431,0.81,0.066,0.0906,76.412,169307,292521420
0.616,0.41,0.0413,0.123,129.498,99227,136590224
0.604,0.894,0.037,0.0299,145.017,187253,138391211
0.543,0.873,0.0803,0.15,150.891,208973,87053668
0.733,0.882,0.0389,0.131,123.071,221413,128147576
0.66,0.522,0.0323,0.356,135.825,161982,35288376
0.331,0.961,0.0663,0.322,168.355,161720,67317847
0.764,0.829,0.0711,0.104,98.02,308569,47306226
0.753,0.832,0.0375,0.0278,110.006,113427,3014998
0.59,0.631,0.0391,0.464,124.95,201946,8899388
0.551,0.724,0.0622,0.129,95.025,192166,16257692
0.523,0.574,0.0351,0.15,110.003,221580,1220983
0.501,0.432,0.0297,0.137,127.956,201107,31061090
0.457,0.522,0.0542,0.107,129.532,263077,4088073
0.582,0.762,0.686,0.359,165.819,185707,141143
0.613,0.775,0.912,0.378,158.124,182720,115167
0.773,0.679,0.875,0.302,61.79,184467,113930
0.475,0.901,0.94,0.96,78.865,181680,111455
0.606,0.761,0.852,0.328,61.647,182653,111131
0.692,0.7,0.629,0.133,138.481,184067,106871
0.584,0.735,0.705,0.19,99.675,181893,106025
0.606,0.914,0.882,0.879,129.124,182480,104387
0.536,0.791,0.531,0.442,74.253,180053,103333
0.51,0.691,0.6,0.46,70.875,183627,102027
0.227,0.66,0.0759,0.0787,167.956,166093,57662009
0.567,0.695,0.0559,0.177,107.934,166133,13136523
0.505,0.594,0.0695,0.298,135.007,226440,73259995
0.521,0.842,0.0472,0.0445,93.984,264300,21802742
0.498,0.877,0.0597,0.411,128.069,203280,64826562
0.495,0.75,0.0666,0.0847,158.124,229160,19254127
0.394,0.601,0.0386,0.176,144.994,193395,9904639
0.44,0.623,0.0316,0.103,140.006,258800,99441256
0.59,0.654,0.0442,0.052,139.868,158080,10453266
0.348,0.725,0.0813,0.168,143.712,61440,4201105
0.416,0.472,0.11,0.132,135.308,73045,6192033
0.42,0.701,0.339,0.103,79.716,349040,50741191
0.46,0.825,0.296,0.0865,81.342,105185,12858894
0.61,0.687,0.262,0.174,82.489,209864,2876923
0.483,0.878,0.158,0.231,139.605,178787,8475286
0.762,0.541,0.458,0.265,140.059,202286,1955514
0.519,0.706,0.214,0.175,135.831,95294,4633504
0.393,0.745,0.0596,0.261,126.889,121676,1899207
0.526,0.927,0.236,0.78,89.97,244250,1711912
0.535,0.674,0.326,0.173,90.998,163507,43548674
0.693,0.776,0.226,0.19,89.995,186187,35907604
0.636,0.721,0.275,0.0844,95.946,192275,3103957
0.792,0.696,0.302,0.134,97.077,235106,2579971
0.744,0.723,0.295,0.366,167.97,160361,2356583
0.608,0.652,0.17,0.0985,95.144,182560,16015859
0.58,0.68,0.088,0.28,143.889,150070,3323305
0.501,0.748,0.353,0.114,92.494,141827,34980948
0.676,0.658,0.32,0.553,146.157,202235,33149726
0.422,0.722,0.392,0.117,91.762,231353,40227080
0.582,0.504,0.05,0.86,90.899,225381,14532274
0.665,0.596,0.0278,0.247,110.055,264507,39707841
0.647,0.389,0.0336,0.103,134.976,313533,24191310
0.594,0.534,0.0428,0.877,91.082,225425,2832857
0.621,0.515,0.0453,0.11,109.891,216000,13910400
0.457,0.542,0.0575,0.127,109.973,214766,7667723
0.571,0.544,0.0507,0.0617,129.869,274989,8105740
0.427,0.399,0.0327,0.102,169.749,218611,9880221
0.567,0.603,0.0402,0.252,101.005,340907,5572721
0.859,0.413,0.182,0.334,115.035,194230,131175956
0.482,0.453,0.059,0.149,134.799,200338,76470991
0.641,0.673,0.0918,0.219,167.978,262587,41475312
0.672,0.291,0.0897,0.0925,100.961,240426,39871878
0.74,0.546,0.0498,0.209,130.028,217679,48818137
0.667,0.465,0.0339,0.465,123.883,280080,38179842
0.666,0.897,0.114,0.0409,120.064,212293,4975993
0.843,0.433,0.0676,0.123,106.028,310480,24707996
0.73,0.681,0.0405,0.27,106.017,302492,18449158
0.833,0.624,0.325,0.117,101.96,190288,25649702
0.498,0.862,0.0589,0.352,128.034,192294,285532299
0.617,0.866,0.106,0.0472,130.117,146782,1347876
0.638,0.889,0.127,0.24,127.012,151181,51849445
0.612,0.982,0.0496,0.274,128.122,162187,44276773
0.638,0.849,0.092,0.215,124.92,150320,577263
0.618,0.898,0.0418,0.868,134.911,162222,929862
0.62,0.8,0.0493,0.378,130.015,144462,2844198
0.606,0.818,0.0553,0.263,123.823,142984,1291752
0.511,0.861,0.0803,0.111,140.161,148714,272660
0.641,0.841,0.0397,0.0941,119.986,158250,1720239
0.523,0.714,0.0683,0.113,128.968,275547,153374301
0.598,0.448,0.0342,0.123,140.97,242001,35221808
0.75,0.906,0.0477,0.0551,135.96,314280,95609341
0.779,0.725,0.145,0.0946,131.997,227573,59388540
0.912,0.673,0.109,0.103,120.157,228160,49632161
0.872,0.603,0.109,0.0608,119.956,318640,6908786
0.847,0.806,0.0862,0.157,123.115,198413,27667775
0.752,0.754,0.133,0.11,82.986,212147,45572299
0.862,0.627,0.0679,0.366,120.001,262173,17152178
0.83,0.608,0.162,0.177,119.989,294027,33818056
0.435,0.837,0.449,0.117,124.913,216893,533889859
0.664,0.845,0.0461,0.267,96.005,211253,182207080
0.683,0.804,0.0849,0.0949,128.007,237107,103180456
0.752,0.872,0.117,0.234,123.888,195960,74096409
0.645,0.813,0.0655,0.211,145.027,190345,48153377
0.811,0.84,0.255,0.0647,99.876,186000,21000657
0.641,0.57,0.15,0.77,144.985,211862,6858800
0.666,0.716,0.0678,0.122,142.066,219867,31256690
0.807,0.728,0.058,0.144,119.981,234373,9799512
0.689,0.535,0.357,0.0847,120.105,576702,28976830
0.762,0.714,0.219,0.0415,112.985,250588,31545318
0.799,0.672,0.333,0.0848,88.119,207273,16719083
0.837,0.577,0.207,0.0753,129.944,225067,15450532
0.591,0.62,0.262,0.0894,199.808,240600,11062085
0.773,0.641,0.301,0.107,85.117,223059,18984863
0.815,0.706,0.0554,0.256,120.011,197000,26350888
0.743,0.705,0.296,0.0704,86.554,177231,26221054
0.906,0.641,0.308,0.0551,129.987,303769,52803216
0.544,0.5,0.026,0.109,93.621,238493,118886569
0.568,0.686,0.033,0.0881,172.075,230098,15856821
0.639,0.666,0.0636,0.111,98.384,213733,38305686
0.564,0.209,0.0317,0.107,109.024,214667,47827214
0.606,0.326,0.0294,0.139,91.626,206267,9755287
0.559,0.562,0.0325,0.17,132.062,209907,27346425
0.354,0.206,0.0365,0.0959,139.056,259559,39229037
0.236,0.578,0.0404,0.206,75.367,279373,39809540
0.554,0.47,0.0548,0.106,95.598,212480,21098857
0.652,0.773,0.0457,0.0972,105.946,248240,16051935
0.252,0.827,0.0321,0.219,93.968,263467,73176779
0.367,0.701,0.0305,0.306,123.346,200227,39801213
0.532,0.57,0.028,0.115,150.062,247947,18669772
0.525,0.869,0.0365,0.0943,141.836,188040,20383272
0.58,0.49,0.0286,0.402,124.986,240267,25236994
0.601,0.386,0.0252,0.109,147.928,249947,14135602
0.441,0.242,0.0312,0.0979,140.546,252307,13576969
0.621,0.183,0.0268,0.128,77.977,201280,9335904
0.417,0.849,0.03,0.104,179.826,151040,4988052
0.619,0.491,0.0319,0.0983,119.928,165976,1980391
0.599,0.448,0.0232,0.106,95.05,263400,2312689776
0.807,0.893,0.0347,0.366,126.011,230747,1401517917
0.788,0.859,0.0856,0.0424,141.02,207853,1104261508
0.825,0.652,0.0802,0.0931,95.977,233713,3362005201
0.614,0.379,0.0476,0.0986,107.989,258987,2067689483
0.574,0.852,0.0397,0.161,123.038,209027,92498982
0.781,0.445,0.0295,0.184,78.998,281560,2154334378
0.756,0.697,0.0401,0.333,94.996,206071,619247782
0.87,0.479,0.165,0.209,104.059,159124,119730400
0.522,0.385,0.0288,0.135,89.792,207520,1160906130
0.707,0.681,0.0668,0.0322,117.999,200455,283884907
0.781,0.67,0.0452,0.0761,127.99,169333,618662340
0.652,0.698,0.042,0.0886,96.021,202067,1106518603
0.53,0.422,0.0342,0.107,119.964,221360,691252064
0.672,0.642,0.0313,0.1,121.981,196453,304294243
0.699,0.805,0.0345,0.249,109.976,223280,512982568
0.601,0.794,0.0671,0.418,114.066,217099,713211866
0.613,0.622,0.0334,0.37,80.003,231240,780532094
0.573,0.781,0.0555,0.0813,139.934,231907,698790385
0.655,0.469,0.0292,0.0956,92.56,161385,192678635
0.689,0.481,0.0815,0.0649,80.025,229526,1521254554
0.553,0.652,0.206,0.111,94.505,207347,1138123751
0.502,0.786,0.317,0.65,169.021,243491,1004661276
0.684,0.834,0.0675,0.271,164.02,217667,494993786
0.817,0.775,0.108,0.108,126.984,234334,230458933
0.563,0.902,0.402,0.0524,171.999,227907,387222121
0.877,0.477,0.0587,0.0929,127.023,226743,312193061
0.628,0.629,0.0485,0.102,157.99,249288,225241665
0.596,0.815,0.0755,0.174,165.015,206567,154311299
0.653,0.711,0.0623,0.443,160.048,191320,184905162
0.791,0.862,0.11,0.0814,123.994,214847,1719434482
0.631,0.927,0.0332,0.148,123.962,222160,1389243583
0.596,0.856,0.0346,0.141,127.949,222533,1162962817
0.707,0.924,0.031,0.204,127.937,206413,695461958
0.646,0.823,0.0394,0.322,128.035,227267,811401845
0.698,0.895,0.0628,0.409,114.914,229605,7259295
0.734,0.766,0.0383,0.108,127.986,215227,1018031880
0.818,0.913,0.0426,0.161,119.986,219160,830392892
0.893,0.745,0.0571,0.0943,101.018,223413,981287133
0.738,0.868,0.0731,0.388,122.003,212640,933065966
0.637,0.643,0.0519,0.142,97.008,200690,530534722
0.733,0.436,0.08,0.157,96.985,202396,263032419
0.615,0.534,0.0386,0.0607,135.917,236413,464198683
0.643,0.363,0.0767,0.115,139.865,174783,252321626
0.753,0.678,0.0644,0.13,96.006,231827,1068961957
0.613,0.581,0.0424,0.25,130.033,239560,563359986
0.663,0.319,0.0375,0.117,109.957,256124,213946441
0.359,0.543,0.0919,0.118,68.534,221307,703277114
0.696,0.396,0.0656,0.125,120.041,194207,206182675
0.696,0.559,0.0693,0.0887,163.999,194166,191306722
0.526,0.606,0.259,0.194,116.622,182667,139674263
0.463,0.642,0.34,0.0686,83.389,189893,394495536
0.684,0.671,0.0464,0.122,88.048,199920,79908630
0.833,0.434,0.431,0.165,150.062,204600,1306688750
0.784,0.486,0.0475,0.101,110.964,265996,123020364
0.883,0.657,0.305,0.128,124.992,172933,168953668
0.898,0.64,0.255,0.0919,149.988,153600,18174723
0.803,0.597,0.141,0.323,136.008,257605,443050716
0.668,0.727,0.248,0.143,143.083,90720,33226491
0.773,0.422,0.187,0.129,77.502,136267,269989884
0.609,0.865,0.277,0.309,161.848,222222,17085695
0.751,0.826,0.205,0.104,176.063,224096,9328887
0.764,0.532,0.0491,0.26,123.95,173226,55429185
0.608,0.757,0.164,0.259,124.078,279677,122505117
0.429,0.614,0.0709,0.0922,149.966,290400,61474197
0.827,0.717,0.111,0.0511,123.987,209032,62181109
0.789,0.536,0.0424,0.088,124.029,142258,32529869
0.688,0.731,0.108,0.326,132.194,200114,21040555
0.661,0.92,0.188,0.314,82.508,258909,33299853
0.513,0.345,0.0691,0.0584,79.981,180750,94709926
0.704,0.482,0.0349,0.3,102.01,198529,167661438
0.669,0.497,0.0327,0.103,130.992,185038,50855902
0.79,0.543,0.0298,0.153,122.451,171621,28612447
0.765,0.339,0.0365,0.131,123.95,202560,347146512
0.756,0.526,0.0408,0.0875,144.942,176800,276272104
0.832,0.525,0.0412,0.142,112.479,217600,159703637
0.527,0.466,0.0384,0.289,116.447,152824,8575574
0.758,0.528,0.0312,0.215,129.973,212280,190016541
0.523,0.769,0.0269,0.136,136.162,244587,372604524
0.611,0.846,0.0436,0.0784,103.912,162920,325100346
0.609,0.759,0.0276,0.183,114.045,215760,187979234
0.626,0.488,0.0253,0.141,104.13,186627,52172595
0.241,0.468,0.0272,0.161,91.581,112707,155920879
0.398,0.93,0.0615,0.0874,190.818,408173,199236015
0.696,0.628,0.0274,0.272,100.038,221533,84260092
0.401,0.901,0.041,0.538,134.799,193320,142773843
0.407,0.424,0.0318,0.234,113.311,349187,73223832
0.53,0.861,0.0372,0.0857,130.476,140507,69112639
0.726,0.769,0.123,0.104,97.985,233902,1595733286
0.841,0.733,0.142,0.174,130.009,283693,338639728
0.863,0.402,0.338,0.0681,103.945,154781,3574337
0.761,0.773,0.238,0.63,141.174,150213,26220322
0.618,0.845,0.132,0.415,171.921,181720,238992070
0.414,0.807,0.348,0.822,175.158,191901,319609081
0.762,0.696,0.126,0.22,147.123,189692,407435431
0.548,0.833,0.0497,0.305,190.029,229693,88782464
0.845,0.709,0.0714,0.094,98.062,187521,346367209
0.535,0.794,0.161,0.144,203.712,212815,119994653
0.639,0.703,0.0794,0.0865,169.888,207301,679108210
0.776,0.808,0.117,0.103,123.988,184104,290520956
0.734,0.836,0.0735,0.179,80.002,270741,587928998
0.58,0.695,0.0671,0.174,168.124,232147,723300548
0.778,0.651,0.266,0.177,100.094,159666,362093363
0.764,0.59,0.0395,0.0851,99.996,251773,266146912
0.79,0.655,0.0762,0.0837,170.023,216414,45682725
0.778,0.658,0.237,0.295,179.966,198613,70448004
0.66,0.915,0.0678,0.388,100.015,198540,18929102
0.55,0.448,0.0366,0.111,147.986,231487,142929115
0.718,0.382,0.0466,0.128,87.029,200992,113790392
0.788,0.87,0.177,0.0692,109.974,182739,91934401
0.441,0.61,0.0404,0.101,79.736,230082,63110780
0.573,0.819,0.256,0.0653,108.786,174000,5921975
0.725,0.912,0.0851,0.107,104.054,184433,74982321
0.801,0.856,0.065,0.228,106.026,187006,51341590
0.789,0.95,0.0759,0.0969,126.013,174711,37324477
0.595,0.61,0.0499,0.0628,97.974,212522,55399812
0.508,0.792,0.0297,0.145,147.067,320467,622835357
0.356,0.67,0.0324,0.288,135.032,298680,83433218
0.445,0.708,0.0293,0.171,141.965,258653,114153480
0.44,0.508,0.0274,0.0903,81.097,219453,31160102
0.492,0.344,0.0259,0.0933,86.485,199414,54018697
0.49,0.466,0.0284,0.0568,104.882,368547,49267838
0.545,0.416,0.0305,0.227,128.034,206625,12459828
0.568,0.865,0.0289,0.0845,110.85,348440,48866217
0.353,0.73,0.0343,0.136,168.234,284907,13696937
0.465,0.818,0.03,0.232,148.427,244947,42352803
0.721,0.738,0.0403,0.118,119.976,154983,539669724
0.842,0.734,0.0588,0.106,137.958,181027,1191462347
0.725,0.571,0.102,0.0519,146.035,200880,140981489
0.852,0.698,0.0629,0.0773,113.039,180645,437295470
0.795,0.496,0.0722,0.0645,94.01,183000,449614888
0.667,0.954,0.0817,0.331,114.03,175093,184712288
0.704,0.778,0.0971,0.0731,101.025,183537,57667949
0.659,0.857,0.0437,0.335,106.965,201960,133222697
0.669,0.629,0.0803,0.366,110.865,178222,47406951
0.645,0.904,0.0462,0.0834,105.97,225560,323972288
